name	taxonomy_id	taxonomy_lvl	SRR8146968_num	SRR8146968_frac	SRR8146978_num	SRR8146978_frac	SRR8146982_num	SRR8146982_frac	SRR8146938_num	SRR8146938_frac	SRR8146935_num	SRR8146935_frac	SRR8146936_num	SRR8146936_frac
Limnospira platensis	118562	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phormidium yuhuli	2974039	S	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nostoc piscinale	224012	S	50	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leptolyngbya sp. NK1-12	2547451	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	84	0.00000
Leptolyngbya sp. FACHB-1624	2692802	S	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leptodesmis sichuanensis	2906798	S	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Trichocoleus desertorum	1481672	S	32	0.00000	0	0.00000	99	0.00001	0	0.00000	0	0.00000	0	0.00000
Gloeobacter morelensis	2907343	S	71	0.00000	0	0.00000	26	0.00000	0	0.00000	17	0.00000	0	0.00000
Anthocerotibacter panamensis	2857077	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halomicronema hongdechloris	1209493	S	41	0.00000	0	0.00000	50	0.00000	0	0.00000	0	0.00000	19	0.00000
Nodosilinea sp. E11	3037479	S	26	0.00000	0	0.00000	35	0.00000	0	0.00000	22	0.00000	0	0.00000
Chamaesiphon minutus	1173032	S	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Crinalium epipsammum	241425	S	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pleurocapsa sp. PCC 7327	118163	S	23	0.00000	0	0.00000	24	0.00000	17	0.00000	0	0.00000	0	0.00000
Pseudanabaena minima	890415	S	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spiroplasma endosymbiont of Panorpa germanica	3066314	S	506	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
endosymbiont DhMRE of Dentiscutata heterogama	1609546	S	56	0.00000	11	0.00000	25	0.00000	17	0.00000	0	0.00000	0	0.00000
Candidatus Hepatoplasma crinochetorum	295596	S	11	0.00000	0	0.00000	41	0.00000	0	0.00000	0	0.00000	0	0.00000
Acholeplasma laidlawii	2148	S	23	0.00000	0	0.00000	104	0.00001	0	0.00000	29	0.00000	0	0.00000
Acholeplasma brassicae	61635	S	15	0.00000	0	0.00000	45	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycoplasmopsis californica	2113	S	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dehalococcoides mccartyi	61435	S	128	0.00001	0	0.00000	148	0.00001	94	0.00000	0	0.00000	0	0.00000
Roseiflexus castenholzii	120962	S	66	0.00000	0	0.00000	96	0.00001	14	0.00000	0	0.00000	30	0.00000
Candidatus Promineifilum breve	1806508	S	58	0.00000	51	0.00000	33	0.00000	0	0.00000	0	0.00000	454	0.00002
Candidatus Leptofilum sp.	3241576	S	12	0.00000	88	0.00000	29	0.00000	25	0.00000	0	0.00000	40	0.00000
Ktedonosporobacter rubrisoli	2509675	S	55	0.00000	0	0.00000	10	0.00000	0	0.00000	27	0.00000	0	0.00000
Anaerolinea thermophila	167964	S	50	0.00000	0	0.00000	31	0.00000	0	0.00000	62	0.00000	33	0.00000
Tepidiforma bonchosmolovskayae	2601677	S	21	0.00000	0	0.00000	67	0.00000	0	0.00000	0	0.00000	73	0.00000
Tepidiforma flava	3004094	S	17	0.00000	0	0.00000	218	0.00002	244	0.00001	765	0.00003	0	0.00000
Capsulimonas corticalis	2219043	S	16	0.00000	0	0.00000	33	0.00000	0	0.00000	0	0.00000	10	0.00000
Chthonomonas calidirosea	454171	S	11	0.00000	0	0.00000	46	0.00000	17	0.00000	0	0.00000	0	0.00000
Vulcanimicrobium alpinum	3016050	S	25	0.00000	0	0.00000	90	0.00001	136	0.00001	0	0.00000	0	0.00000
Pyramidobacter piscolens	638849	S	434	0.00003	231	0.00001	372	0.00003	605	0.00002	40	0.00000	136	0.00001
Pyramidobacter sp. YE332	3068894	S	226	0.00001	0	0.00000	186	0.00001	62	0.00000	67	0.00000	23	0.00000
Jonquetella anthropi	428712	S	41	0.00000	0	0.00000	261	0.00002	166	0.00001	0	0.00000	75	0.00000
Cloacibacillus porcorum	1197717	S	288	0.00002	0	0.00000	627	0.00004	119	0.00000	25	0.00000	37	0.00000
Cloacibacillus evryensis	508460	S	84	0.00000	108	0.00000	9160	0.00063	33	0.00000	78	0.00000	46	0.00000
Aminomonas paucivorans	81412	S	41	0.00000	0	0.00000	153	0.00001	12	0.00000	0	0.00000	11	0.00000
Thermanaerovibrio velox	108007	S	19	0.00000	0	0.00000	65	0.00000	0	0.00000	0	0.00000	23	0.00000
Fretibacterium fastidiosum	651822	S	265	0.00002	48	0.00000	212	0.00001	24	0.00000	12	0.00000	57	0.00000
Aminobacterium sp. MB27-C1	3070661	S	17	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000
Deinococcus sp.	47478	S	28	0.00000	28	0.00000	49	0.00000	15	0.00000	41	0.00000	132	0.00001
Deinococcus sp. KNUC1210	2917691	S	27	0.00000	0	0.00000	16	0.00000	24	0.00000	18	0.00000	0	0.00000
Deinococcus sp. AJ005	2652443	S	18	0.00000	0	0.00000	21	0.00000	60	0.00000	0	0.00000	11	0.00000
Deinococcus sp. RM	2316359	S	31	0.00000	0	0.00000	128	0.00001	0	0.00000	363	0.00002	0	0.00000
Deinococcus ficus	317577	S	62	0.00000	0	0.00000	123	0.00001	0	0.00000	0	0.00000	0	0.00000
Deinococcus irradiatisoli	2202254	S	32	0.00000	0	0.00000	43	0.00000	0	0.00000	0	0.00000	62	0.00000
Deinococcus maricopensis	309887	S	25	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	42	0.00000
Deinococcus metallilatus	1211322	S	27	0.00000	14	0.00000	77	0.00001	0	0.00000	27	0.00000	27	0.00000
Deinococcus soli (ex Cha et al. 2016)	1309411	S	55	0.00000	0	0.00000	70	0.00000	0	0.00000	0	0.00000	0	0.00000
Deinococcus sonorensis	309891	S	18	0.00000	0	0.00000	10	0.00000	38	0.00000	0	0.00000	0	0.00000
Deinococcus peraridilitoris	432329	S	15	0.00000	0	0.00000	0	0.00000	0	0.00000	81	0.00000	22	0.00000
Deinococcus deserti	310783	S	15	0.00000	0	0.00000	43	0.00000	28	0.00000	14	0.00000	23	0.00000
Deinococcus aquaticus	328692	S	14	0.00000	132	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermus caldilimi	2483360	S	252	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oceanithermus profundus	187137	S	94	0.00001	0	0.00000	18	0.00000	82	0.00000	15	0.00000	29	0.00000
Fervidobacterium thailandense	1008305	S	97	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudothermotoga hypogea	57487	S	12	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mesotoga infera	1236046	S	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mesotoga prima	1184387	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Fusobacterium necrophorum	859	S	128	0.00001	113	0.00000	216	0.00001	47	0.00000	32	0.00000	23	0.00000
Fusobacterium polymorphum	76857	S	116	0.00001	557	0.00002	118	0.00001	0	0.00000	0	0.00000	0	0.00000
Fusobacterium pseudoperiodonticum	2663009	S	55	0.00000	918	0.00004	0	0.00000	0	0.00000	0	0.00000	92	0.00000
Fusobacterium ulcerans	861	S	38	0.00000	4690	0.00020	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cetobacterium sp. SF1	3417654	S	22	0.00000	691	0.00003	42	0.00000	15	0.00000	0	0.00000	25	0.00000
Cetobacterium somerae	188913	S	15	0.00000	1677	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000
uncultured Ilyobacter sp.	544433	S	15	0.00000	198	0.00001	54	0.00000	0	0.00000	11	0.00000	184	0.00001
Leptotrichia sp. oral taxon 212	712357	S	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leptotrichia mesophila	3239303	S	38	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Southlakia epibionticum	3043284	S	75	0.00000	38	0.00000	14	0.00000	0	0.00000	0	0.00000	17	0.00000
Candidatus Saccharimonas aalborgensis	1332188	S	37	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Nanosynbacter lyticus	2093824	S	59	0.00000	0	0.00000	62	0.00000	0	0.00000	48	0.00000	27	0.00000
Candidatus Bipolaricaulis anaerobius	2026885	S	23	0.00000	0	0.00000	11	0.00000	87	0.00000	0	0.00000	0	0.00000
Persicimonas caeni	2292766	S	60	0.00000	0	0.00000	43	0.00000	0	0.00000	0	0.00000	0	0.00000
Bradymonas sediminis	1548548	S	36	0.00000	72	0.00000	22	0.00000	0	0.00000	0	0.00000	10	0.00000
Homo sapiens	9606	S	2340	0.00014	9441	0.00039	3785	0.00026	2401	0.00009	3051	0.00014	5748	0.00027
Halorubrum hochsteinianum	2949307	S	143	0.00001	0	0.00000	43	0.00000	42	0.00000	0	0.00000	0	0.00000
Halobaculum magnesiiphilum	1017351	S	149	0.00001	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorarum salinum	2743089	S	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haloplanus rubicundus	1547898	S	16	0.00000	0	0.00000	65	0.00000	21	0.00000	0	0.00000	53	0.00000
Halolamina sp. CBA1230	1853690	S	33	0.00000	30	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrinema sp. J7-2	406552	S	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrinema gelatinilyticum	2961571	S	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrinema pallidum	69527	S	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halopiger xanaduensis	387343	S	78	0.00000	0	0.00000	45	0.00000	0	0.00000	0	0.00000	0	0.00000
Halovivax gelatinilyticus	2961597	S	12	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natronobeatus ordinarius	2963433	S	22	0.00000	0	0.00000	52	0.00000	0	0.00000	0	0.00000	0	0.00000
Natronosalvus caseinilyticus	2953747	S	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natrarchaeobaculum aegyptiacum	745377	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorussus caseinilyticus	3034025	S	34	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorussus limi	2938695	S	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorussus gelatinilyticus	2937524	S	14	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Haladaptatus halobius	2884875	S	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halosimplex aquaticum	3026162	S	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000
Halapricum desulfuricans	2841257	S	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Halorarius litoreus	2962676	S	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salarchaeum sp. JOR-1	2599399	S	34	0.00000	44	0.00000	10	0.00000	64	0.00000	0	0.00000	0	0.00000
Halococcus salifodinae	36738	S	20	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanosarcina siciliae	38027	S	43	0.00000	0	0.00000	32	0.00000	0	0.00000	16	0.00000	0	0.00000
Methanolobus sp. ZRKC3	3125786	S	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanimicrococcus hongohii	3028295	S	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanothrix harundinacea	301375	S	45	0.00000	0	0.00000	45	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanogenium organophilum	2199	S	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermococcus eurythermalis	1505907	S	19	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanomethylophilus alvi	1291540	S	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oxyplasma meridianum	3073602	S	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acidianus hospitalis	563177	S	36	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Acidianus manzaensis	282676	S	12	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Nitrosopumilus zosterae	718286	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Endlipuvirus intestinihominis	2955861	S	9988	0.00058	0	0.00000	21861	0.00151	0	0.00000	0	0.00000	0	0.00000
Jahgtovirus intestinalis	2955996	S	305	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Junduvirus communis	2956034	S	286	0.00002	0	0.00000	905	0.00006	0	0.00000	0	0.00000	0	0.00000
Junduvirus copri	2956035	S	20	0.00000	0	0.00000	1846	0.00013	0	0.00000	0	0.00000	0	0.00000
Buchavirus oralis	2955554	S	55	0.00000	232	0.00001	0	0.00000	17	0.00000	13	0.00000	0	0.00000
Buchavirus hiberniae	2955551	S	37	0.00000	3838	0.00016	50	0.00000	697	0.00003	22	0.00000	0	0.00000
Cohcovirus splanchnicus	2955712	S	46	0.00000	163	0.00001	889	0.00006	20	0.00000	0	0.00000	0	0.00000
Cohcovirus hiberniae	2955711	S	43	0.00000	74	0.00000	599	0.00004	0	0.00000	0	0.00000	0	0.00000
Brigitvirus brigit	2734096	S	5273	0.00031	0	0.00000	9590	0.00066	0	0.00000	50	0.00000	146	0.00001
Taranisvirus taranis	2734146	S	3320	0.00019	0	0.00000	512	0.00004	67	0.00000	113	0.00001	628	0.00003
Oengusvirus oengus	2734262	S	354	0.00002	0	0.00000	342	0.00002	0	0.00000	18	0.00000	53	0.00000
Toutatisvirus toutatis	2734150	S	1528	0.00009	0	0.00000	3895	0.00027	182	0.00001	187	0.00001	209	0.00001
Eracentumvirus era103	1985737	S	36	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000
Jolieduovirus lemuria	2956025	S	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus phage Dp-1	59241	S	10	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aviadenovirus columbae	3426522	S	34	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	22	0.00000
Bavovirus bavariaense	3426654	S	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phocaeicola coprocola	310298	S	0	0.00000	600	0.00002	334170	0.02315	0	0.00000	1029	0.00005	0	0.00000
Proteiniphilum propionicum	2829812	S	0	0.00000	42	0.00000	112	0.00001	0	0.00000	1111	0.00005	281	0.00001
Candidatus Azobacteroides pseudotrichonymphae	511435	S	0	0.00000	159	0.00001	31	0.00000	0	0.00000	23	0.00000	0	0.00000
Salinivirga cyanobacteriivorans	1307839	S	0	0.00000	23	0.00000	21	0.00000	12	0.00000	0	0.00000	204	0.00001
Flavobacterium marginilacus	3003256	S	0	0.00000	723	0.00003	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium sp. KACC 22761	3092665	S	0	0.00000	206	0.00001	47	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium ammonificans	1751056	S	0	0.00000	130	0.00001	13	0.00000	129	0.00000	0	0.00000	61	0.00000
Flavobacterium psychrotrophum	2294119	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Capnocytophaga stomatis	1848904	S	0	0.00000	283	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Formosa sp. Hel1_33_131	1336794	S	0	0.00000	254	0.00001	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Formosa sp. 4Alg 33	3382189	S	0	0.00000	85	0.00000	0	0.00000	0	0.00000	0	0.00000	89	0.00000
Winogradskyella sp. PG-2	754409	S	0	0.00000	123	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Winogradskyella forsetii	2686077	S	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tenacibaculum sp. ZS6-P6	3447503	S	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tenacibaculum polynesiense	3137857	S	0	0.00000	17	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000
Zunongwangia sp. SCSIO 43204	2779359	S	0	0.00000	88	0.00000	0	0.00000	99	0.00000	0	0.00000	0	0.00000
Aureibaculum algae	2584122	S	0	0.00000	59	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Aequorivita sublithincola	101385	S	0	0.00000	45	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000
Myroides sp. A21	1583100	S	0	0.00000	54	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Maribacter sp. R77961	3093871	S	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Maribacter sp. IgM3_T14_3	3415140	S	0	0.00000	20	0.00000	57	0.00000	0	0.00000	468	0.00002	0	0.00000
Nonlabens sp. MB-3u-79	2058134	S	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Urechidicola croceus	1850246	S	0	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000
Seonamhaeicola sp. S2-3	1936081	S	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Zobellia laminariae	248906	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Pukyongia salina	2094025	S	0	0.00000	14	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium sp. 3008163	2478663	S	0	0.00000	193	0.00001	0	0.00000	0	0.00000	0	0.00000	35	0.00000
Chryseobacterium piperi	558152	S	0	0.00000	51	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Faecalibacter bovis	2898187	S	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hymenobacter sp. APR13	1356852	S	0	0.00000	197	0.00001	234	0.00002	0	0.00000	0	0.00000	0	0.00000
Hymenobacter jejuensis	2502781	S	0	0.00000	17	0.00000	126	0.00001	99	0.00000	77	0.00000	0	0.00000
Nibribacter ruber	2698458	S	0	0.00000	120	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Dyadobacter sandarakinus	2747268	S	0	0.00000	27	0.00000	29	0.00000	0	0.00000	0	0.00000	22	0.00000
Runella sp.	1960881	S	0	0.00000	20	0.00000	0	0.00000	0	0.00000	117	0.00001	59	0.00000
Algoriphagus sanaruensis	1727163	S	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Echinicola soli	2591634	S	0	0.00000	12	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseivirga pacifica	1267423	S	0	0.00000	84	0.00000	0	0.00000	10	0.00000	143	0.00001	25	0.00000
Aureibacter tunicatorum	866807	S	0	0.00000	35	0.00000	34	0.00000	0	0.00000	37	0.00000	26	0.00000
Emticicia oligotrophica	312279	S	0	0.00000	15	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingobacterium sp. R2	3112958	S	0	0.00000	45	0.00000	128	0.00001	0	0.00000	0	0.00000	0	0.00000
Sphingobacterium thalpophilum	259	S	0	0.00000	82	0.00000	0	0.00000	0	0.00000	0	0.00000	67	0.00000
Sphingobacterium mizutaii	1010	S	0	0.00000	32	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Pedobacter roseus	336820	S	0	0.00000	160	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pedobacter ginsengisoli	363852	S	0	0.00000	21	0.00000	23	0.00000	0	0.00000	0	0.00000	73	0.00000
Mucilaginibacter sp. KACC 22773	3025671	S	0	0.00000	43	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mucilaginibacter sabulilitoris	1173583	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000
Olivibacter sp. LS-1	2592345	S	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chitinophaga horti	2920382	S	0	0.00000	100	0.00000	12	0.00000	0	0.00000	20	0.00000	15	0.00000
Chitinophaga agri	2703787	S	0	0.00000	39	0.00000	57	0.00000	0	0.00000	0	0.00000	76	0.00000
Arachidicoccus ginsenosidivorans	496057	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	217	0.00001
Pseudogemmatithrix spongiicola	3062599	S	0	0.00000	11	0.00000	15	0.00000	11	0.00000	0	0.00000	0	0.00000
Cupriavidus sp. TMH.W2	3434465	S	0	0.00000	602	0.00003	18	0.00000	0	0.00000	0	0.00000	0	0.00000
Cupriavidus campinensis	151783	S	0	0.00000	537	0.00002	38	0.00000	0	0.00000	0	0.00000	0	0.00000
Cupriavidus oxalaticus	96344	S	0	0.00000	30	0.00000	205	0.00001	0	0.00000	40	0.00000	0	0.00000
Paraburkholderia sp. FT54	3074437	S	0	0.00000	705	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraburkholderia phymatum	148447	S	0	0.00000	573	0.00002	0	0.00000	131	0.00000	0	0.00000	23	0.00000
Paraburkholderia acidisoli	2571748	S	0	0.00000	357	0.00001	0	0.00000	0	0.00000	0	0.00000	73	0.00000
Paraburkholderia dokdonensis	2211211	S	0	0.00000	334	0.00001	16	0.00000	0	0.00000	0	0.00000	0	0.00000
Paraburkholderia largidicola	3014751	S	0	0.00000	258	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia pseudomultivorans	1207504	S	0	0.00000	354	0.00001	26	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia contaminans	488447	S	0	0.00000	272	0.00001	0	0.00000	45	0.00000	0	0.00000	0	0.00000
Burkholderia savannae	1637837	S	0	0.00000	194	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia sp. FERM BP-3421	1494466	S	0	0.00000	44	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia sp. S-53	2906514	S	0	0.00000	49	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia perseverans	2615214	S	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ralstonia solanacearum	305	S	0	0.00000	720	0.00003	32	0.00000	31	0.00000	37	0.00000	22	0.00000
Ralstonia insidiosa	190721	S	0	0.00000	71	0.00000	30	0.00000	0	0.00000	0	0.00000	56	0.00000
Pandoraea apista	93218	S	0	0.00000	618	0.00003	27	0.00000	0	0.00000	0	0.00000	0	0.00000
Polynucleobacter sp. MWH-P3-07-1	1743173	S	0	0.00000	282	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Caballeronia sp. Lep1P3	2878150	S	0	0.00000	352	0.00001	0	0.00000	0	0.00000	0	0.00000	24	0.00000
Caballeronia sp. TF1N1	2878153	S	0	0.00000	61	0.00000	45	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodoferax ferrireducens	192843	S	0	0.00000	365	0.00002	12	0.00000	0	0.00000	0	0.00000	55	0.00000
Acidovorax sp. BLS4	3273430	S	0	0.00000	153	0.00001	0	0.00000	0	0.00000	56	0.00000	28	0.00000
Comamonas resistens	3046670	S	0	0.00000	57	0.00000	44	0.00000	0	0.00000	0	0.00000	0	0.00000
Massilia sp. W12	3126507	S	0	0.00000	46	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Massilia sp. PAMC28688	2861283	S	0	0.00000	72	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Massilia sp. NP310	2861282	S	0	0.00000	87	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Massilia varians	457921	S	0	0.00000	193	0.00001	28	0.00000	0	0.00000	0	0.00000	0	0.00000
Massilia endophytica	2899220	S	0	0.00000	135	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudoduganella plicata	321984	S	0	0.00000	26	0.00000	16	0.00000	0	0.00000	0	0.00000	14	0.00000
Herbaspirillum huttiense	863372	S	0	0.00000	1018	0.00004	26	0.00000	0	0.00000	0	0.00000	0	0.00000
Herbaspirillum hiltneri	341045	S	0	0.00000	181	0.00001	24	0.00000	0	0.00000	0	0.00000	49	0.00000
Janthinobacterium aestuarii	2985511	S	0	0.00000	576	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actimicrobium sp. CCC2.4	3048606	S	0	0.00000	274	0.00001	14	0.00000	0	0.00000	0	0.00000	0	0.00000
Herminiimonas arsenitoxidans	1809410	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Achromobacter deleyi	1353891	S	0	0.00000	2038	0.00008	0	0.00000	21	0.00000	0	0.00000	0	0.00000
Bordetella genomosp. 13	463040	S	0	0.00000	359	0.00001	36	0.00000	0	0.00000	11	0.00000	0	0.00000
Pigmentiphaga aceris	1940612	S	0	0.00000	65	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000
Castellaniella ginsengisoli	546114	S	0	0.00000	98	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseateles sp. MS654	3412685	S	0	0.00000	757	0.00003	72	0.00000	35	0.00000	0	0.00000	0	0.00000
Piscinibacter sakaiensis	1547922	S	0	0.00000	376	0.00002	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Thiomonas sp. X19	1050370	S	0	0.00000	55	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Chitinibacter mangrovi	3153927	S	0	0.00000	208	0.00001	12	0.00000	0	0.00000	0	0.00000	0	0.00000
Chitinibacter sp. S2-10	3373597	S	0	0.00000	66	0.00000	41	0.00000	0	0.00000	21	0.00000	54	0.00000
Deefgea tanakiae	2865840	S	0	0.00000	99	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aquitalea denitrificans	519081	S	0	0.00000	310	0.00001	74	0.00001	0	0.00000	14	0.00000	0	0.00000
Aquitalea aquatilis	1537400	S	0	0.00000	216	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chromobacterium vaccinii	1108595	S	0	0.00000	284	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Neisseria meningitidis	487	S	0	0.00000	289	0.00001	174	0.00001	0	0.00000	0	0.00000	58	0.00000
Neisseria chenwenguii	1853278	S	0	0.00000	116	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000
Dechloromonas sp. HYN0024	2231055	S	0	0.00000	528	0.00002	0	0.00000	0	0.00000	542	0.00002	0	0.00000
